"X","Title","Series.or.Movie","Genre.shelf.1","Genre.shelf.2","Genre.shelf.3","Genre.shelf.4","Genre.shelf.5","Genre.shelf.6","Genre.shelf.7","Genre.shelf.8","Genre.shelf.9","Genre.shelf.10","Genre.shelf.12","Genre.shelf.13","Tags.shelf.1","Tags.shelf.2","Tags.shelf.3","Tags.shelf.4","Tags.shelf.5","Tags.shelf.6","Tags.shelf.7","Tags.shelf.8","Tags.shelf.9","Tags.shelf.10","Tags.shelf.12","Tags.shelf.13","Tags.shelf.14","Tags.shelf.15","Tags.shelf.16","Tags.shelf.17","Tags.shelf.18","Tags.shelf.19","Tags.shelf.20","Tags.shelf.21","Tags.shelf.22","Tags.shelf.23","Tags.shelf.24","Tags.shelf.25","Tags.shelf.26","Tags.shelf.27","Tags.shelf.28","Tags.shelf.29","Tags.shelf.30","Tags.shelf.31","Tags.shelf.32","Tags.shelf.33","IMDb.Score"
8148,"Secretary","Movie","Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent Films","Award-winning Movies","Dark Comedies","Romantic Dramas","Romantic Comedies","Dramas","Comedies","Romantic Movies","Movies Based on Books","Romantic Independent Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
8151,"Ray","Movie","Biography","Drama","Music",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Award-winning Movies","Academy Award-Winning Films","Award-winning Dramas","Golden Globe Award-winning Films","Dramas based on real life","Movies Based on Real Life",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7
8152,"Quartet","Movie","Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent Films","International Movies","British Films","Comedies","Music","Dramas","Music & Musicals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8
8157,"Meet the Parents","Movie","Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comedies","US Movies","Critically Acclaimed Films","Critically Acclaimed Comedies","Family Cozy Time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
8160,"Super Size Me","Movie","Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Award-winning Movies","Social & Cultural Documentaries","Biographical Documentaries","Documentaries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2
8161,"Memento","Movie","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crime Films","Thrillers","Independent Films","Crime Thrillers","Psychological Thrillers","Mysteries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4
8170,"Wuthering Heights","Movie","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Romantic Dramas","Dramas","International Movies","Dramas based on a book","British Films","Romantic Films","British Dramas","Social Issue Dramas","Independent Films","Films Based on Books","Romantic British Films","Period Pieces","British Period Pieces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
8174,"Notting Hill","Movie","Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"British Films","Comedies","International Movies","Romantic Films","Romantic Comedies","Romantic Favorites","British Comedies","Romantic British Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1
8176,"Hitman","Movie","Action","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crime Films","Crime Action","Action","Action Thrillers","Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3
8177,"Hellsing","Series","Animation","Action","Fantasy","Horror",NA,NA,NA,NA,NA,NA,NA,NA,"TV Programmes","Action Anime","Anime Series","Horror Anime","Japanese TV Shows","TV Horror","Sci-Fi & Fantasy Anime","TV Shows Based on Manga","TV Shows Based on Comics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9
8178,"Heartland","Series","Drama","Family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TV Dramas","TV Programmes","Canadian TV Shows","TV Shows Based on Books","Family Watch Together TV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4
8179,"Trigun","Series","Animation","Action","Comedy","Drama","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,"TV Programmes","Crime TV Programmes","Anime Action","Anime Series","Japanese TV Programmes","Sci-Fi & Fantasy Anime","TV Programmes Based on Manga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3
8180,"Glory","Movie","Biography","Drama","History","War",NA,NA,NA,NA,NA,NA,NA,NA,"Award-winning Movies","Academy Award-Winning Films","Golden Globe Award-winning Films","Military Dramas","Movies Based on Real Life","Social Issue Dramas","Dramas","Movies Based on Books","Period Pieces","Classic Dramas","Tearjerkers","Classic War Films","Award-winning Dramas","Historical Movies","Historical Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8
8185,"Fame","Movie","Comedy","Drama","Musical","Romance",NA,NA,NA,NA,NA,NA,NA,NA,"Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1
8186,"Full Metal Panic!","Series","Action","Comedy","Romance","Sci-Fi","Animation",NA,NA,NA,NA,NA,NA,NA,"TV Programmes","Action Anime","Anime Series","Japanese TV Shows","Sci-Fi & Fantasy Anime","School Anime","Anime based on Light Novels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6
8187,"The Hills Have Eyes","Movie","Action","Adventure","Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Horror Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4
8190,"Killer Elite","Movie","Action","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crime Films","Crime Action","Action","International Movies","Action Thrillers","British Films","Action & Adventure","Crime Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4
8192,"Taxi Driver","Movie","Crime","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crime Films","Thrillers","Award-winning Movies","Crime Thrillers","Psychological Thrillers","Dramas","Film Noir","Classic Dramas","Classic Movies","Classic Thrillers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2
8196,"Shaun of the Dead","Movie","Comedy","Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horror Films","International Movies","British Films","Comedies","Gory Horror Movies","Horror Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9
8198,"Dune","Movie","Action","Adventure","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sci-Fi & Fantasy","Action Sci-Fi & Fantasy","Action","Action Thrillers","Adventures","Sci-Fi Thrillers","Action & Adventure","US Movies","Alien Sci-Fi","Sci-Fi Adventure","Sci-Fi","Futuristic Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5
8205,"The Pianist","Movie","Biography","Drama","Music","War",NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Independent Films","Award-winning Movies","Academy Award-Winning Films","Award-winning Dramas","International Movies","French Films","Dramas based on real life","Military Dramas","Movies Based on Real Life","International Dramas","Critically-acclaimed Independent Movies","Critically Acclaimed Films","Critically Acclaimed Dramas","Modern Classics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5
8209,"Dirty Dancing","Movie","Drama","Music","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Romantic Dramas","Dramas","Award-winning Movies","Award-winning Dramas","Romantic Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
8213,"Samurai Champloo","Series","Animation","Action","Adventure","Comedy","Drama","Thriller",NA,NA,NA,NA,NA,NA,"Anime Dramas","Anime Action","Anime Series","Shounen Anime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5
8217,"Casino","Movie","Crime","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crime Films","Dramas","Award-winning Movies","Award-winning Dramas","Dramas based on a book","Golden Globe Award-winning Films","Crime Dramas","Films Based on Books","Gangster Films","Epics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2
8219,"Basic Instinct","Movie","Drama","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crime Films","Thrillers","Crime Thrillers","Psychological Thrillers","Mysteries","Classic Movies","Classic Thrillers","Modern Classics","Film Noir","Police Thrillers","Police Movies","US Movies","Classic International Movies","Steamy Thrillers","Steamy Thrillers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
8221,"The Blair Witch Project","Movie","Horror","Mystery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horror Films","Thrillers","Independent Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5
8223,"Babe","Movie","Comedy","Drama","Family",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Award-winning Movies","Australian Films","Children & Family Films","Films for ages 8 to 10","Golden Globe Award-winning Films","Films for ages 11 to 12","Family Comedies","Films for ages 5 to 7","Family Dramas","Animal Tales","Comedies","Movies Based on Books",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8
8225,"Bully","Movie","Music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Social & Cultural Documentaries","Documentaries","Documentary Films","Documentary Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5
8240,"All Dogs Go to Heaven","Movie","Animation","Comedy","Drama","Family","Fantasy","Musical",NA,NA,NA,NA,NA,NA,"Children & Family Films","Films for ages 8 to 10","Films for ages 11 to 12","Films for ages 5 to 7","Animal Tales","Family Features","Family Sci-Fi & Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8
8242,"Master and Commander: The Far Side of the World","Movie","Action","Adventure","Drama","History","War",NA,NA,NA,NA,NA,NA,NA,"Award-winning Movies","Academy Award-Winning Films","Blockbuster Movies","Adventures","Films Based on Books","Period Pieces","Military Dramas","Action & Adventure","Military Action & Adventure","Dramas","Epics","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4
8244,"Love Actually","Movie","Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Award-winning Movies","International Movies","Romantic Comedies","British Films","Comedies","Romantic Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6
8255,"Loose Cannons","Movie","Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italian Films","International Movies","Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3
8259,"The Aviator","Movie","Biography","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Award-winning Movies","Academy Award-Winning Films","Award-winning Dramas","Golden Globe Award-winning Films","Dramas based on real life","Movies Based on Real Life",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5
8261,"Austin Powers: International Man of Mystery","Movie","Adventure","Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comedies","Spoofs & Satires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
8263,"84 Charing Cross Road","Movie","Biography","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Romantic Dramas","Dramas","Award-winning Movies","Award-winning Dramas","International Movies","Dramas based on a book","British Films","Romantic Films","Dramas based on real life","Films Based on Real Life","Historical Dramas","Romantic Favorites","Classic Dramas","Classic Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4
8265,"Dragon Ball Z: The Return of Cooler","Movie","Animation","Action","Fantasy","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,"Anime Action","Anime Feature Films","Japanese Films","Action",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1
8269,"Dragon Ball Z: Lord Slug","Movie","Animation","Action","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7
8273,"Beowulf","Movie","Animation","Action","Adventure","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,"Sci-Fi & Fantasy","Action Sci-Fi & Fantasy","Fantasy","Action","Adventures","Action & Adventure","Adult Animation","Blockbuster Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2
8282,"One Hour Photo","Movie","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thrillers","Independent Films","Award-winning Movies","Psychological Thrillers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8
8286,"The Motorcycle Diaries","Movie","Adventure","Biography","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent Dramas","Dramas","Independent Films","Award-winning Movies","BAFTA Award-Winning Films","International Movies","Dramas based on a book","Dramas based on real life","Movies Based on Real Life","Movies Based on Books",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8
8290,"The Women","Movie","Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comedies","Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
8291,"Wrong Turn","Movie","Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Slasher & Serial Killer Movies","Horror Movies","Gory Horror Movies","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1
8295,"Underworld","Movie","Action","Fantasy","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sci-Fi & Fantasy","Fantasy","Action Thrillers","Action & Adventure","Action Sci-Fi & Fantasy","Crime Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
8296,"The Untouchables","Movie","Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Award-winning Movies","Academy Award-Winning Films","BAFTA Award-Winning Films","Action Thrillers","Golden Globe Award-winning Films","Action & Adventure","Films Based on Real Life","Crime Films","Crime Action & Adventure","Films Based on Books","Gangster Films","Classic Action & Adventure","Period Pieces","US Movies","Historical Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9
8297,"Taken","Movie","Action","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action Thrillers","Action & Adventure","Crime Movies","Crime Action & Adventure","Blockbuster Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8
8298,"The Truman Show","Movie","Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dramas","Award-winning Movies","BAFTA Award-Winning Films","Comedies","Golden Globe Award-winning Films","Dark Comedies","Showbiz Dramas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1
8300,"The Sweetest Thing","Movie","Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Romantic Comedies","Comedies","Romantic Films","Romantic Favourites","Late Night Comedies","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2
8301,"Sahara","Movie","Action","Adventure","Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action Thrillers","Action & Adventure","Adventures","Comedies","Movies Based on Books","Action Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
8302,"Species","Movie","Action","Horror","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Horror Films","Sci-Fi & Fantasy","Action Thrillers","Action & Adventure","Sci-Fi","Action Sci-Fi & Fantasy","Alien Sci-Fi","Sci-Fi Thrillers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8
8303,"Sideways","Movie","Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independent Dramas","Romantic Dramas","Dramas","Independent Films","Award-winning Movies","Academy Award-Winning Films","BAFTA Award-Winning Films","Romantic Comedies","Independent Comedies","Dramas based on a book","Golden Globe Award-winning Films","Romantic Films","Dark Comedies","Movies Based on Books","Romantic Favorites","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5
8305,"The Usual Suspects","Movie","Crime","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crime Films","Thrillers","Independent Films","Award-winning Movies","Academy Award-Winning Films","BAFTA Award-Winning Films","Crime Thrillers","Dramas","Crime Dramas","Mysteries","US Movies","Critically-acclaimed Independent Movies","Critically Acclaimed Films","Critically Acclaimed Dramas","Modern Classics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5
8308,"The Rugrats Movie","Movie","Animation","Adventure","Comedy","Drama","Family","Musical",NA,NA,NA,NA,NA,NA,"Family Adventures","Children & Family Films","Family Animation","Family Comedies","Films for ages 5 to 7","Comedies","Family Features",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9
8310,"Racing Stripes","Movie","Adventure","Comedy","Drama","Family","Sport",NA,NA,NA,NA,NA,NA,NA,"Family Comedies","Family Adventures","Children & Family Films","Films for ages 8 to 10","Films for ages 5 to 7","Animal Tales","Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2
8317,"The Pact","Movie","Horror","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horror Films","Thrillers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8
8320,"Road to Perdition","Movie","Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thrillers","Award-winning Movies","Academy Award-Winning Films","BAFTA Award-Winning Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7
8321,"The Swan Princess","Movie","Animation","Comedy","Family","Fantasy","Musical","Romance",NA,NA,NA,NA,NA,NA,"Family Sci-Fi & Fantasy","Children & Family Films","Films for ages 8 to 10","Family Animation","Films for ages 5 to 7","Musicals","Kids Music","Music & Musicals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5
8322,"Saving Private Ryan","Movie","Drama","War",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Award-winning Movies","Academy Award-Winning Films","BAFTA Award-Winning Films","Golden Globe Award-winning Films","Action & Adventure","Military Dramas","Military Action & Adventure","Dramas","Tearjerkers","Blockbuster Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6
8325,"Without a Paddle","Movie","Adventure","Comedy","Mystery",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comedies","Action & Adventure","Adventures","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9
8327,"Only You","Movie","Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comedies","Romantic Films","Romantic Comedies","Romantic Favorites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5
8332,"Rita","Series","Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TV Comedies","TV Programmes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1
8336,"Mystic River","Movie","Crime","Drama","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"Crime Films","Thrillers","Award-winning Movies","Academy Award-Winning Films","Golden Globe Award-winning Films","Crime Thrillers","Psychological Thrillers","Dramas","Crime Dramas","Films Based on Books",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9
8340,"The Mechanic","Movie","Action","Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action Thrillers","Action & Adventure","Crime Movies","Crime Action & Adventure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6
8341,"Mirror Mirror","Movie","Adventure","Comedy","Drama","Family","Fantasy",NA,NA,NA,NA,NA,NA,NA,"Family Comedies","Family Sci-Fi & Fantasy","Family Adventures","Children & Family Films","Films for ages 8 to 10","Films for ages 5 to 7","Comedies","Family Features",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6
8344,"The Matrix","Movie","Action","Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Award-winning Movies","Sci-Fi & Fantasy","BAFTA Award-Winning Films","Action & Adventure","Sci-Fi","Action Sci-Fi & Fantasy","Martial Arts Movies","US Movies","Cyberpunk","Blockbuster Action & Adventure","Futuristic Sci-Fi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7
8347,"Zoolander","Movie","Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comedies","Satires","Slapstick Comedies","Laugh-Out-Loud Comedies","Cult Films","Cult Comedies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5
8350,"The Last Samurai","Movie","Action","Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Action & Adventure","Adventures","Military Dramas","Military Action & Adventure","Dramas","Political Dramas","Period Pieces","Blockbuster Action & Adventure","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7
8352,"Stuart Little","Movie","Adventure","Comedy","Family","Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,"Family Adventures","Children & Family Films","Films for ages 8 to 10","Family Comedies","Films for ages 5 to 7","Animal Tales","Comedies","Movies Based on Books","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9
8357,"The Shining","Movie","Drama","Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horror Films","Thrillers","Thrillers based on Books","Psychological Thrillers","Movies Based on Books","Supernatural Thrillers","Classic Movies","Supernatural Horror Movies","Classic Thrillers","US Movies","Cult Horror Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4
8360,"Mortal Kombat: The Movie","Movie","Action","Adventure","Fantasy","Sci-Fi","Thriller",NA,NA,NA,NA,NA,NA,NA,"Sci-Fi & Fantasy","Fantasy","Action & Adventure","Adventures","Action Sci-Fi & Fantasy","Martial Arts Films","US Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8
